timestamp,value
2025-07-02 16:15:08.382,1705
2025-07-02 16:15:08.382,1725
2025-07-02 16:15:08.382,1749
2025-07-02 16:15:08.382,1721
2025-07-02 16:15:08.382,1710
2025-07-02 16:15:08.382,1736
2025-07-02 16:15:08.382,1750
2025-07-02 16:15:08.382,1716
2025-07-02 16:15:08.382,1707
2025-07-02 16:15:08.382,1752
2025-07-02 16:15:08.382,1738
2025-07-02 16:15:08.382,1697
2025-07-02 16:15:08.382,1726
2025-07-02 16:15:08.382,1747
2025-07-02 16:15:08.382,1723
2025-07-02 16:15:08.382,1691
2025-07-02 16:15:08.382,1722
2025-07-02 16:15:08.382,1743
2025-07-02 16:15:08.382,1710
2025-07-02 16:15:08.382,1697
2025-07-02 16:15:08.382,1746
2025-07-02 16:15:08.382,1743
2025-07-02 16:15:08.382,1703
2025-07-02 16:15:08.382,1720
2025-07-02 16:15:08.382,1739
2025-07-02 16:15:08.382,1738
2025-07-02 16:15:08.382,1701
2025-07-02 16:15:08.382,1707
2025-07-02 16:15:08.382,1739
2025-07-02 16:15:08.382,1721
2025-07-02 16:15:08.382,1701
2025-07-02 16:15:08.382,1729
2025-07-02 16:15:08.382,1732
2025-07-02 16:15:08.382,1718
2025-07-02 16:15:08.382,1718
2025-07-02 16:15:08.382,1746
2025-07-02 16:15:08.382,1750
2025-07-02 16:15:08.382,1727
2025-07-02 16:15:08.382,1732
2025-07-02 16:15:08.382,1771
2025-07-02 16:15:08.382,1758
2025-07-02 16:15:08.382,1721
2025-07-02 16:15:08.382,1737
2025-07-02 16:15:08.382,1757
2025-07-02 16:15:08.382,1739
2025-07-02 16:15:08.382,1722
2025-07-02 16:15:08.382,1743
2025-07-02 16:15:08.382,1743
2025-07-02 16:15:08.382,1709
2025-07-02 16:15:08.382,1687
2025-07-02 16:15:08.382,1724
2025-07-02 16:15:08.382,1737
2025-07-02 16:15:08.382,1714
2025-07-02 16:15:08.382,1724
2025-07-02 16:15:08.382,1750
2025-07-02 16:15:08.382,1724
2025-07-02 16:15:08.382,1710
2025-07-02 16:15:08.382,1722
2025-07-02 16:15:08.382,1750
2025-07-02 16:15:08.382,1729
2025-07-02 16:15:08.382,1716
2025-07-02 16:15:08.382,1730
2025-07-02 16:15:08.382,1752
2025-07-02 16:15:08.382,1729
2025-07-02 16:15:08.382,1704
2025-07-02 16:15:08.382,1739
2025-07-02 16:15:08.382,1758
2025-07-02 16:15:08.382,1720
2025-07-02 16:15:08.382,1720
2025-07-02 16:15:08.382,1772
2025-07-02 16:15:08.382,1743
2025-07-02 16:15:08.382,1714
2025-07-02 16:15:08.382,1743
2025-07-02 16:15:08.382,1771
2025-07-02 16:15:08.382,1733
2025-07-02 16:15:08.382,1721
2025-07-02 16:15:08.382,1753
2025-07-02 16:15:08.382,1758
2025-07-02 16:15:08.382,1722
2025-07-02 16:15:08.382,1719
2025-07-02 16:15:08.382,1745
2025-07-02 16:15:08.382,1732
2025-07-02 16:15:08.382,1711
2025-07-02 16:15:08.382,1722
2025-07-02 16:15:08.382,1756
2025-07-02 16:15:08.382,1740
2025-07-02 16:15:08.382,1711
2025-07-02 16:15:08.382,1728
2025-07-02 16:15:08.382,1750
2025-07-02 16:15:08.382,1723
2025-07-02 16:15:08.382,1718
2025-07-02 16:15:08.382,1757
2025-07-02 16:15:08.382,1767
2025-07-02 16:15:08.382,1730
2025-07-02 16:15:08.382,1706
2025-07-02 16:15:08.382,1737
2025-07-02 16:15:08.382,1742
2025-07-02 16:15:08.382,1716
2025-07-02 16:15:08.382,1709
2025-07-02 16:15:08.382,1749
2025-07-02 16:15:08.382,1748
2025-07-02 16:15:08.382,1713
2025-07-02 16:15:08.382,1717
2025-07-02 16:15:08.382,1752
2025-07-02 16:15:08.382,1735
2025-07-02 16:15:08.382,1713
2025-07-02 16:15:08.382,1734
2025-07-02 16:15:08.382,1745
2025-07-02 16:15:08.382,1718
2025-07-02 16:15:08.382,1714
2025-07-02 16:15:08.382,1750
2025-07-02 16:15:08.382,1746
2025-07-02 16:15:08.382,1718
2025-07-02 16:15:08.382,1726
2025-07-02 16:15:08.382,1759
2025-07-02 16:15:08.382,1726
2025-07-02 16:15:08.382,1697
2025-07-02 16:15:08.382,1730
2025-07-02 16:15:08.382,1758
2025-07-02 16:15:08.382,1742
2025-07-02 16:15:08.382,1718
2025-07-02 16:15:08.382,1746
2025-07-02 16:15:08.382,1751
2025-07-02 16:15:08.382,1720
2025-07-02 16:15:08.382,1705
2025-07-02 16:15:08.382,1745
2025-07-02 16:15:08.382,1733
2025-07-02 16:15:08.382,1700
2025-07-02 16:15:08.382,1709
2025-07-02 16:15:08.382,1738
2025-07-02 16:15:08.382,1734
2025-07-02 16:15:08.382,1694
2025-07-02 16:15:08.382,1722
2025-07-02 16:15:08.382,1757
2025-07-02 16:15:08.382,1724
2025-07-02 16:15:08.382,1708
2025-07-02 16:15:08.382,1726
2025-07-02 16:15:08.382,1725
2025-07-02 16:15:08.382,1709
2025-07-02 16:15:08.382,1707
2025-07-02 16:15:08.382,1728
2025-07-02 16:15:08.382,1728
2025-07-02 16:15:08.382,1691
2025-07-02 16:15:08.382,1700
2025-07-02 16:15:08.382,1723
2025-07-02 16:15:08.382,1724
2025-07-02 16:15:08.382,1698
2025-07-02 16:15:08.382,1714
2025-07-02 16:15:08.382,1750
2025-07-02 16:15:08.382,1727
2025-07-02 16:15:08.382,1714
2025-07-02 16:15:08.382,1735
2025-07-02 16:15:08.382,1745
2025-07-02 16:15:08.382,1717
2025-07-02 16:15:08.382,1716
2025-07-02 16:15:08.382,1752
2025-07-02 16:15:08.382,1739
2025-07-02 16:15:08.382,1705
2025-07-02 16:15:08.382,1713
2025-07-02 16:15:08.382,1745
2025-07-02 16:15:08.382,1735
2025-07-02 16:15:08.382,1702
2025-07-02 16:15:08.382,1718
2025-07-02 16:15:08.382,1757
2025-07-02 16:15:08.382,1729
2025-07-02 16:15:08.382,1711
2025-07-02 16:15:08.382,1736
2025-07-02 16:15:08.382,1739
2025-07-02 16:15:08.382,1703
2025-07-02 16:15:08.382,1706
2025-07-02 16:15:08.382,1736
2025-07-02 16:15:08.382,1742
2025-07-02 16:15:08.382,1717
2025-07-02 16:15:08.382,1727
2025-07-02 16:15:08.382,1758
2025-07-02 16:15:08.382,1727
2025-07-02 16:15:08.382,1702
2025-07-02 16:15:08.382,1731
2025-07-02 16:15:08.382,1746
2025-07-02 16:15:08.382,1715
2025-07-02 16:15:08.382,1703
2025-07-02 16:15:08.382,1742
2025-07-02 16:15:08.382,1751
2025-07-02 16:15:08.382,1714
2025-07-02 16:15:08.382,1709
2025-07-02 16:15:08.382,1748
2025-07-02 16:15:08.382,1742
2025-07-02 16:15:08.382,1696
2025-07-02 16:15:08.382,1711
2025-07-02 16:15:08.382,1739
2025-07-02 16:15:08.382,1725
2025-07-02 16:15:08.382,1701
2025-07-02 16:15:08.382,1720
2025-07-02 16:15:08.382,1764
2025-07-02 16:15:08.382,1737
2025-07-02 16:15:08.382,1715
2025-07-02 16:15:08.382,1749
2025-07-02 16:15:08.382,1752
2025-07-02 16:15:08.382,1711
2025-07-02 16:15:08.382,1700
2025-07-02 16:15:10.894,1732
2025-07-02 16:15:10.894,1726
2025-07-02 16:15:10.894,1699
2025-07-02 16:15:10.894,1712
2025-07-02 16:15:10.894,1752
2025-07-02 16:15:10.894,1704
2025-07-02 16:15:10.894,1696
2025-07-02 16:15:10.894,1718
2025-07-02 16:15:10.894,1733
2025-07-02 16:15:10.894,1706
2025-07-02 16:15:10.894,1688
2025-07-02 16:15:10.894,1719
2025-07-02 16:15:10.894,1727
2025-07-02 16:15:10.894,1704
2025-07-02 16:15:10.894,1705
2025-07-02 16:15:10.894,1745
2025-07-02 16:15:10.894,1757
2025-07-02 16:15:10.894,1727
2025-07-02 16:15:10.894,1729
2025-07-02 16:15:10.894,1758
2025-07-02 16:15:10.894,1750
2025-07-02 16:15:10.894,1703
2025-07-02 16:15:10.894,1729
2025-07-02 16:15:10.894,1764
2025-07-02 16:15:10.894,1736
2025-07-02 16:15:10.894,1714
2025-07-02 16:15:10.894,1747
2025-07-02 16:15:10.894,1749
2025-07-02 16:15:10.894,1710
2025-07-02 16:15:10.894,1707
2025-07-02 16:15:10.894,1754
2025-07-02 16:15:10.894,1750
2025-07-02 16:15:10.894,1717
2025-07-02 16:15:10.894,1720
2025-07-02 16:15:10.894,1754
2025-07-02 16:15:10.894,1733
2025-07-02 16:15:10.894,1703
2025-07-02 16:15:10.894,1733
2025-07-02 16:15:10.894,1772
2025-07-02 16:15:10.894,1744
2025-07-02 16:15:10.894,1727
2025-07-02 16:15:10.894,1759
2025-07-02 16:15:10.894,1765
2025-07-02 16:15:10.894,1728
2025-07-02 16:15:10.894,1699
2025-07-02 16:15:10.894,1759
2025-07-02 16:15:10.894,1758
2025-07-02 16:15:10.894,1729
2025-07-02 16:15:10.894,1728
2025-07-02 16:15:10.894,1753
2025-07-02 16:15:10.894,1728
2025-07-02 16:15:10.894,1707
2025-07-02 16:15:10.894,1729
2025-07-02 16:15:10.894,1750
2025-07-02 16:15:10.894,1713
2025-07-02 16:15:10.894,1717
2025-07-02 16:15:10.894,1758
2025-07-02 16:15:10.894,1748
2025-07-02 16:15:10.894,1718
2025-07-02 16:15:10.894,1715
2025-07-02 16:15:10.894,1742
2025-07-02 16:15:10.894,1745
2025-07-02 16:15:10.894,1713
2025-07-02 16:15:10.894,1733
2025-07-02 16:15:10.894,1764
2025-07-02 16:15:10.894,1740
2025-07-02 16:15:10.894,1722
2025-07-02 16:15:10.894,1743
2025-07-02 16:15:10.894,1761
2025-07-02 16:15:10.894,1737
2025-07-02 16:15:10.894,1705
2025-07-02 16:15:10.894,1730
2025-07-02 16:15:10.894,1736
2025-07-02 16:15:10.894,1708
2025-07-02 16:15:10.894,1716
2025-07-02 16:15:10.894,1745
2025-07-02 16:15:10.894,1739
2025-07-02 16:15:10.894,1710
2025-07-02 16:15:10.894,1718
2025-07-02 16:15:10.894,1746
2025-07-02 16:15:10.894,1729
2025-07-02 16:15:10.894,1721
2025-07-02 16:15:10.894,1736
2025-07-02 16:15:10.894,1745
2025-07-02 16:15:10.894,1731
2025-07-02 16:15:10.894,1720
2025-07-02 16:15:10.894,1736
2025-07-02 16:15:10.894,1748
2025-07-02 16:15:10.894,1722
2025-07-02 16:15:10.894,1714
2025-07-02 16:15:10.894,1745
2025-07-02 16:15:10.894,1746
2025-07-02 16:15:10.894,1731
2025-07-02 16:15:10.894,1733
2025-07-02 16:15:10.894,1759
2025-07-02 16:15:10.894,1732
2025-07-02 16:15:10.894,1702
2025-07-02 16:15:10.894,1731
2025-07-02 16:15:10.894,1754
2025-07-02 16:15:10.894,1714
2025-07-02 16:15:10.894,1700
2025-07-02 16:15:10.894,1728
2025-07-02 16:15:10.894,1721
2025-07-02 16:15:10.894,1700
2025-07-02 16:15:10.894,1705
2025-07-02 16:15:10.894,1737
2025-07-02 16:15:10.894,1724
2025-07-02 16:15:10.894,1691
2025-07-02 16:15:10.894,1704
2025-07-02 16:15:10.894,1731
2025-07-02 16:15:10.894,1721
2025-07-02 16:15:10.894,1712
2025-07-02 16:15:10.894,1737
2025-07-02 16:15:10.894,1773
2025-07-02 16:15:10.894,1726
2025-07-02 16:15:10.894,1717
2025-07-02 16:15:10.894,1754
2025-07-02 16:15:10.894,1754
2025-07-02 16:15:10.894,1718
2025-07-02 16:15:10.894,1723
2025-07-02 16:15:10.894,1758
2025-07-02 16:15:10.894,1741
2025-07-02 16:15:10.894,1698
2025-07-02 16:15:10.894,1720
2025-07-02 16:15:10.894,1748
2025-07-02 16:15:10.894,1730
2025-07-02 16:15:10.894,1688
2025-07-02 16:15:10.894,1711
2025-07-02 16:15:10.894,1732
2025-07-02 16:15:10.894,1714
2025-07-02 16:15:10.894,1698
2025-07-02 16:15:10.894,1713
2025-07-02 16:15:10.894,1727
2025-07-02 16:15:10.894,1712
2025-07-02 16:15:10.894,1711
2025-07-02 16:15:10.894,1745
2025-07-02 16:15:10.894,1738
2025-07-02 16:15:10.894,1702
2025-07-02 16:15:10.894,1729
2025-07-02 16:15:10.894,1767
2025-07-02 16:15:10.894,1740
2025-07-02 16:15:10.894,1709
2025-07-02 16:15:10.894,1764
2025-07-02 16:15:10.894,1782
2025-07-02 16:15:10.894,1751
2025-07-02 16:15:10.894,1731
2025-07-02 16:15:10.894,1775
2025-07-02 16:15:10.894,1771
2025-07-02 16:15:10.894,1741
2025-07-02 16:15:10.894,1741
2025-07-02 16:15:10.894,1764
2025-07-02 16:15:10.894,1764
2025-07-02 16:15:10.894,1719
2025-07-02 16:15:10.894,1740
2025-07-02 16:15:10.894,1780
2025-07-02 16:15:10.894,1750
2025-07-02 16:15:10.894,1721
2025-07-02 16:15:10.894,1751
2025-07-02 16:15:10.894,1765
